College Code,College Name,District,Branch Code,Branch Name,Cutoff OC,Cutoff MBC,Rank OC,Rank MBC
3852,"Sri Bharathi Engineering College for Women, Kaikkuruchi Village, Alangudi Taluk, Pudukkottai District 622303",Pudukkottai,EC,ELECTRONICS AND COMMUNICATION ENGINEERING,98.5,90,138129,147357
3852,"Sri Bharathi Engineering College for Women, Kaikkuruchi Village, Alangudi Taluk, Pudukkottai District 622303",Pudukkottai,EE,ELECTRICAL AND ELECTRONICS ENGINEERING,97.5,,139339,
3854,"Mahath Amma Institute of Engineering and Technology (MIET), Ariyur, Annavasal Road, Illupur Taluk, Pudukkottai District 622101",Pudukkottai,CS,COMPUTER SCIENCE AND ENGINEERING,86.5,81,150283,155114
3854,"Mahath Amma Institute of Engineering and Technology (MIET), Ariyur, Annavasal Road, Illupur Taluk, Pudukkottai District 622101",Pudukkottai,EE,ELECTRICAL AND ELECTRONICS ENGINEERING,82,,154245,
3855,"As-Salam College of Engineering and Technology, Thirumangalakudi, Aduthurai, Thiruvidaimaruthur, Thanjavur District 612102",Thanjavur,CS,COMPUTER SCIENCE AND ENGINEERING,103,82.5,133071,153879
3855,"As-Salam College of Engineering and Technology, Thirumangalakudi, Aduthurai, Thiruvidaimaruthur, Thanjavur District 612102",Thanjavur,EC,ELECTRONICS AND COMMUNICATION ENGINEERING,104.5,,131366,
3857,"Meenakshi Ramaswamy Engineering College, Trichy Main Road,  Thathanur, Udayarpalayam, Ariyalur District 621804",Ariyalur,CS,COMPUTER SCIENCE AND ENGINEERING,107,85.5,128206,151219
3857,"Meenakshi Ramaswamy Engineering College, Trichy Main Road,  Thathanur, Udayarpalayam, Ariyalur District 621804",Ariyalur,EC,ELECTRONICS AND COMMUNICATION ENGINEERING,80.5,,155198,
3857,"Meenakshi Ramaswamy Engineering College, Trichy Main Road,  Thathanur, Udayarpalayam, Ariyalur District 621804",Ariyalur,EE,ELECTRICAL AND ELECTRONICS ENGINEERING,80.5,,155500,
3859,"Sembodai Rukmani Varatharajan Engineering College, Sembodai Village, Vedaraniam, Nagappattinam District 614820",Nagappattinam,CS,COMPUTER SCIENCE AND ENGINEERING,93.5,,143905,
3860,"St. Anne's College of Engineering and Technology, Anguchettypalayam, Siruvathur Post, Panruti, Cuddalore District 607110",Cuddalore,CS,COMPUTER SCIENCE AND ENGINEERING,116,95.5,115420,141394
3860,"St. Anne's College of Engineering and Technology, Anguchettypalayam, Siruvathur Post, Panruti, Cuddalore District 607110",Cuddalore,EC,ELECTRONICS AND COMMUNICATION ENGINEERING,99,84,137700,152629
3860,"St. Anne's College of Engineering and Technology, Anguchettypalayam, Siruvathur Post, Panruti, Cuddalore District 607110",Cuddalore,EE,ELECTRICAL AND ELECTRONICS ENGINEERING,80.5,,155503,
3905,"Kings College of Engineering, Punalkulam, Pudukkottai District 613303",Pudukkottai,CS,COMPUTER SCIENCE AND ENGINEERING,148,114,67738,118442
3905,"Kings College of Engineering, Punalkulam, Pudukkottai District 613303",Pudukkottai,EC,ELECTRONICS AND COMMUNICATION ENGINEERING,121.5,91.5,107734,145802
3905,"Kings College of Engineering, Punalkulam, Pudukkottai District 613303",Pudukkottai,EE,ELECTRICAL AND ELECTRONICS ENGINEERING,98,84.5,138769,152076
3908,"Mount Zion College of Engineering and Technology, Pilivalam Post, Pudukkottai District 622507",Pudukkottai,CS,COMPUTER SCIENCE AND ENGINEERING,153,127.5,60350,98547
3908,"Mount Zion College of Engineering and Technology, Pilivalam Post, Pudukkottai District 622507",Pudukkottai,EC,ELECTRONICS AND COMMUNICATION ENGINEERING,133.5,102.5,89587,133784
3908,"Mount Zion College of Engineering and Technology, Pilivalam Post, Pudukkottai District 622507",Pudukkottai,EE,ELECTRICAL AND ELECTRONICS ENGINEERING,107.5,82.5,127541,153831
3918,"Shanmuganathan Engineering College, Pillivalam Post, Pudukkottai District 622507",Pudukkottai,CS,COMPUTER SCIENCE AND ENGINEERING,126.5,90.5,100208,146590
3918,"Shanmuganathan Engineering College, Pillivalam Post, Pudukkottai District 622507",Pudukkottai,EC,ELECTRONICS AND COMMUNICATION ENGINEERING,101,85,135366,151937
3918,"Shanmuganathan Engineering College, Pillivalam Post, Pudukkottai District 622507",Pudukkottai,EE,ELECTRICAL AND ELECTRONICS ENGINEERING,94.5,,142783,
3920,"Sudharsan Engineering College, Sathiyamangalam Post, Pudukkottai District 622501",Pudukkottai,AD,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,98.5,80.5,138333,155181
3920,"Sudharsan Engineering College, Sathiyamangalam Post, Pudukkottai District 622501",Pudukkottai,CS,COMPUTER SCIENCE AND ENGINEERING,104,81.5,131928,154629
3920,"Sudharsan Engineering College, Sathiyamangalam Post, Pudukkottai District 622501",Pudukkottai,EC,ELECTRONICS AND COMMUNICATION ENGINEERING,80,,156071,
3920,"Sudharsan Engineering College, Sathiyamangalam Post, Pudukkottai District 622501",Pudukkottai,EE,ELECTRICAL AND ELECTRONICS ENGINEERING,81,,154952,
3923,"M N S K College of Engineering, Vallathirakkottai Post, Pudukkottai District 622305",Pudukkottai,CS,COMPUTER SCIENCE AND ENGINEERING,139.13,,80871,
3926,"Chendhuran College of Engineering and Technology, Madurai Road, Lenavilakku, Pilivalam Post, Pudukkottai - 622 507",Pudukkottai,CS,COMPUTER SCIENCE AND ENGINEERING,129,87.5,96334,149678
3926,"Chendhuran College of Engineering and Technology, Madurai Road, Lenavilakku, Pilivalam Post, Pudukkottai - 622 507",Pudukkottai,EC,ELECTRONICS AND COMMUNICATION ENGINEERING,97,,140165,
3926,"Chendhuran College of Engineering and Technology, Madurai Road, Lenavilakku, Pilivalam Post, Pudukkottai - 622 507",Pudukkottai,EE,ELECTRICAL AND ELECTRONICS ENGINEERING,87,,149957,
4020,"Anna University Regional Campus - Tirunelveli, Trivandrum Road, Palayamkottai, Tirunelveli District 627007",Tirunelveli,CS,COMPUTER SCIENCE AND ENGINEERING,179,165.5,21586,41414
4020,"Anna University Regional Campus - Tirunelveli, Trivandrum Road, Palayamkottai, Tirunelveli District 627007",Tirunelveli,EC,ELECTRONICS AND COMMUNICATION ENGINEERING,164.5,138,42988,82842
4023,"University College of Engineering, Nagercoil, Nagercoil Industrial Estate, Konam, Kanyakumari District 629004",Kanyakumari,CS,COMPUTER SCIENCE AND ENGINEERING,176,137,25997,84090
4023,"University College of Engineering, Nagercoil, Nagercoil Industrial Estate, Konam, Kanyakumari District 629004",Kanyakumari,EC,ELECTRONICS AND COMMUNICATION ENGINEERING,166,106.5,40831,128917
4023,"University College of Engineering, Nagercoil, Nagercoil Industrial Estate, Konam, Kanyakumari District 629004",Kanyakumari,EE,ELECTRICAL AND ELECTRONICS ENGINEERING,138.5,96,82211,140991
4023,"University College of Engineering, Nagercoil, Nagercoil Industrial Estate, Konam, Kanyakumari District 629004",Kanyakumari,IT,INFORMATION TECHNOLOGY,165,131,41993,93498
4024,"University V.O.C. College of Engineering, Thoothukudi, Near V.O.C. College, Millerpuram, Thoothukudi District 628008",Thoothukudi,EC,ELECTRONICS AND COMMUNICATION ENGINEERING,154,108.5,58438,125779
4024,"University V.O.C. College of Engineering, Thoothukudi, Near V.O.C. College, Millerpuram, Thoothukudi District 628008",Thoothukudi,EE,ELECTRICAL AND ELECTRONICS ENGINEERING,97,,139889,
4669,"Thamirabharani Engineering College, Chathirampudukulam Village, Thatchanallur, Tirunelveli District 627358",Tirunelveli,CS,COMPUTER SCIENCE AND ENGINEERING,91,,146159,
4669,"Thamirabharani Engineering College, Chathirampudukulam Village, Thatchanallur, Tirunelveli District 627358",Tirunelveli,EC,ELECTRONICS AND COMMUNICATION ENGINEERING,110,85,123850,151953
4669,"Thamirabharani Engineering College, Chathirampudukulam Village, Thatchanallur, Tirunelveli District 627358",Tirunelveli,EE,ELECTRICAL AND ELECTRONICS ENGINEERING,85.5,,151543,
4670,"Rohini College of Engineering & Technology, Anjugramam-Kanyakumari Main Road, Palkulam, Variyoor Post, Kanyakumari District 629401",Kanyakumari,CS,COMPUTER SCIENCE AND ENGINEERING,155,91,57201,146134
4670,"Rohini College of Engineering & Technology, Anjugramam-Kanyakumari Main Road, Palkulam, Variyoor Post, Kanyakumari District 629401",Kanyakumari,EC,ELECTRONICS AND COMMUNICATION ENGINEERING,144.5,139.5,72747,80561
4670,"Rohini College of Engineering & Technology, Anjugramam-Kanyakumari Main Road, Palkulam, Variyoor Post, Kanyakumari District 629401",Kanyakumari,EE,ELECTRICAL AND ELECTRONICS ENGINEERING,122,91,106816,146210
4672,"Stella Mary's College of Engineering, Arunthengan Vilai, Azhikal Post, Kanyakumari District 629202",Kanyakumari,CS,COMPUTER SCIENCE AND ENGINEERING,133.5,96.5,89828,140706
4672,"Stella Mary's College of Engineering, Arunthengan Vilai, Azhikal Post, Kanyakumari District 629202",Kanyakumari,EC,ELECTRONICS AND COMMUNICATION ENGINEERING,121.5,80,107624,155623
4672,"Stella Mary's College of Engineering, Arunthengan Vilai, Azhikal Post, Kanyakumari District 629202",Kanyakumari,EE,ELECTRICAL AND ELECTRONICS ENGINEERING,99,85,137416,151843
4675,"Universal College of Engineering and Technology, Anbagam Campus, Radhapuram Road, Vallioor, Tirunelveli District 627117",Tirunelveli,CS,COMPUTER SCIENCE AND ENGINEERING,110,83,123869,153491
4675,"Universal College of Engineering and Technology, Anbagam Campus, Radhapuram Road, Vallioor, Tirunelveli District 627117",Tirunelveli,EC,ELECTRONICS AND COMMUNICATION ENGINEERING,88.5,82.5,148703,153977
4675,"Universal College of Engineering and Technology, Anbagam Campus, Radhapuram Road, Vallioor, Tirunelveli District 627117",Tirunelveli,EE,ELECTRICAL AND ELECTRONICS ENGINEERING,92.5,,144623,
4676,"Renganayagi Varatharaj College of Engineering, Salvarpatti, Sivakasi, Virudhunagar District 626128",Virudhunagar,CS,COMPUTER SCIENCE AND ENGINEERING,110.5,83,123225,153464
4676,"Renganayagi Varatharaj College of Engineering, Salvarpatti, Sivakasi, Virudhunagar District 626128",Virudhunagar,EC,ELECTRONICS AND COMMUNICATION ENGINEERING,103.5,86,132592,151138
4676,"Renganayagi Varatharaj College of Engineering, Salvarpatti, Sivakasi, Virudhunagar District 626128",Virudhunagar,EE,ELECTRICAL AND ELECTRONICS ENGINEERING,80,,156179,
4677,"Lourdes Mount College of Engineering and Technology, Marthandam-Karungal Road, Chundavilai, Mullanganavilai, Nattalam Post, Kanyakumari District 629195",Kanyakumari,CS,COMPUTER SCIENCE AND ENGINEERING,96.5,,140311,
4677,"Lourdes Mount College of Engineering and Technology, Marthandam-Karungal Road, Chundavilai, Mullanganavilai, Nattalam Post, Kanyakumari District 629195",Kanyakumari,EC,ELECTRONICS AND COMMUNICATION ENGINEERING,132,,91995,
4678,"Ramco Institute of Technology, North venganallur Village, Krishnapuram Panchayat, Rajapalayam, Virudhunagar District 626117",Virudhunagar,AD,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,157.5,127,53746,99510
4678,"Ramco Institute of Technology, North venganallur Village, Krishnapuram Panchayat, Rajapalayam, Virudhunagar District 626117",Virudhunagar,CB,COMPUTER SCIENCE AND BUSSINESS SYSTEM,151.705,120.5,62134,102576
4678,"Ramco Institute of Technology, North venganallur Village, Krishnapuram Panchayat, Rajapalayam, Virudhunagar District 626117",Virudhunagar,CS,COMPUTER SCIENCE AND ENGINEERING,171.5,152.5,32695,60708
4678,"Ramco Institute of Technology, North venganallur Village, Krishnapuram Panchayat, Rajapalayam, Virudhunagar District 626117",Virudhunagar,EC,ELECTRONICS AND COMMUNICATION ENGINEERING,156.5,134,55238,88744
4678,"Ramco Institute of Technology, North venganallur Village, Krishnapuram Panchayat, Rajapalayam, Virudhunagar District 626117",Virudhunagar,EE,ELECTRICAL AND ELECTRONICS ENGINEERING,143.5,121,74272,108420
4678,"Ramco Institute of Technology, North venganallur Village, Krishnapuram Panchayat, Rajapalayam, Virudhunagar District 626117",Virudhunagar,IT,INFORMATION TECHNOLOGY,164.5,147,43233,68984
4680,"AAA College of Engineering and Technology, Kamarajar Educational Road, Amathur Village, Sivakasi, Virudhunagar District 626005",Virudhunagar,CS,COMPUTER SCIENCE AND ENGINEERING,163.5,141.5,44235,77558
4680,"AAA College of Engineering and Technology, Kamarajar Educational Road, Amathur Village, Sivakasi, Virudhunagar District 626005",Virudhunagar,EC,ELECTRONICS AND COMMUNICATION ENGINEERING,155.5,130.5,56692,94018
4680,"AAA College of Engineering and Technology, Kamarajar Educational Road, Amathur Village, Sivakasi, Virudhunagar District 626005",Virudhunagar,EE,ELECTRICAL AND ELECTRONICS ENGINEERING,132,82.5,92131,153860
4686,"Good Shepherd College of Engineering and Technology, Maruthamparai, Kanyakumari District 629101",Kanyakumari,CS,COMPUTER SCIENCE AND ENGINEERING,99.5,93,137213,144090
4686,"Good Shepherd College of Engineering and Technology, Maruthamparai, Kanyakumari District 629101",Kanyakumari,EC,ELECTRONICS AND COMMUNICATION ENGINEERING,83,,153410,
4864,"V V College of Engineering, Arasoor Village, Idaichivilai Post, Santhakulam Taluk, Thoothukudi District 628656",Thoothukudi,CS,COMPUTER SCIENCE AND ENGINEERING,151.5,119,62784,111172
4864,"V V College of Engineering, Arasoor Village, Idaichivilai Post, Santhakulam Taluk, Thoothukudi District 628656",Thoothukudi,EC,ELECTRONICS AND COMMUNICATION ENGINEERING,128,,97630,
4864,"V V College of Engineering, Arasoor Village, Idaichivilai Post, Santhakulam Taluk, Thoothukudi District 628656",Thoothukudi,EE,ELECTRICAL AND ELECTRONICS ENGINEERING,85.5,,151362,
4917,"Sethu Institute of Technology (Autonomous), Kariapatti Post, Virudhunagar District 626115",Virudhunagar,AD,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,148.5,114.5,66841,117819
4917,"Sethu Institute of Technology (Autonomous), Kariapatti Post, Virudhunagar District 626115",Virudhunagar,AM,COMPUTER SCIENCE AND ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING),148,125.5,67467,101845
4917,"Sethu Institute of Technology (Autonomous), Kariapatti Post, Virudhunagar District 626115",Virudhunagar,CB,COMPUTER SCIENCE AND BUSSINESS SYSTEM,144,106.5,73651,128652
4917,"Sethu Institute of Technology (Autonomous), Kariapatti Post, Virudhunagar District 626115",Virudhunagar,CD,COMPUTER SCIENCE AND DESIGN,140.5,115.5,78703,116523
4917,"Sethu Institute of Technology (Autonomous), Kariapatti Post, Virudhunagar District 626115",Virudhunagar,CS,COMPUTER SCIENCE AND ENGINEERING,160.5,116,48757,116098
4917,"Sethu Institute of Technology (Autonomous), Kariapatti Post, Virudhunagar District 626115",Virudhunagar,EC,ELECTRONICS AND COMMUNICATION ENGINEERING,147,90.5,69192,146854
4917,"Sethu Institute of Technology (Autonomous), Kariapatti Post, Virudhunagar District 626115",Virudhunagar,EE,ELECTRICAL AND ELECTRONICS ENGINEERING,130,92,94957,145265
4917,"Sethu Institute of Technology (Autonomous), Kariapatti Post, Virudhunagar District 626115",Virudhunagar,IT,INFORMATION TECHNOLOGY,154,118,58490,112997
4925,"Sun College of Engineering and Technology, Ammandivilai & Post, Kanyakumari District - 629204",Kanyakumari,AD,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,160,,49996,
4927,"Maria College of Engineering and Technology, Attoor Puliyamoodu Junction, Thiruvattar Post, Kanyakumari District 629177",Kanyakumari,CS,COMPUTER SCIENCE AND ENGINEERING,86,,150765,
4928,"MAR Ephraem College of Engineering & Technology, Malankara Hills, Elavuvillai, Marthandam, Kanyakumari District 629171 ",Kanyakumari,AD,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,120.5,90.5,109191,146481
4928,"MAR Ephraem College of Engineering & Technology, Malankara Hills, Elavuvillai, Marthandam, Kanyakumari District 629171 ",Kanyakumari,CS,COMPUTER SCIENCE AND ENGINEERING,146.5,106,70018,129421
4928,"MAR Ephraem College of Engineering & Technology, Malankara Hills, Elavuvillai, Marthandam, Kanyakumari District 629171 ",Kanyakumari,EC,ELECTRONICS AND COMMUNICATION ENGINEERING,123,,105375,
4928,"MAR Ephraem College of Engineering & Technology, Malankara Hills, Elavuvillai, Marthandam, Kanyakumari District 629171 ",Kanyakumari,EE,ELECTRICAL AND ELECTRONICS ENGINEERING,80,,155561,
4929,"M E T Engineering College, Mogals Garden, Thovalai Village, Aralvaimozhi Town Panchayat, Thovalai, Kanyakumari District 629304",Kanyakumari,CS,COMPUTER SCIENCE AND ENGINEERING,114,85,118775,151673
4929,"M E T Engineering College, Mogals Garden, Thovalai Village, Aralvaimozhi Town Panchayat, Thovalai, Kanyakumari District 629304",Kanyakumari,EC,ELECTRONICS AND COMMUNICATION ENGINEERING,90.5,,146531,
4929,"M E T Engineering College, Mogals Garden, Thovalai Village, Aralvaimozhi Town Panchayat, Thovalai, Kanyakumari District 629304",Kanyakumari,EE,ELECTRICAL AND ELECTRONICS ENGINEERING,81.5,,154425,
4931,"Grace College of Engineering, Chandy Nagar, Mullakkadu, Thoothukudi District 628005",Thoothukudi,AD,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,133,82,90598,154176
4931,"Grace College of Engineering, Chandy Nagar, Mullakkadu, Thoothukudi District 628005",Thoothukudi,CS,COMPUTER SCIENCE AND ENGINEERING,130.5,95,94159,142292
4931,"Grace College of Engineering, Chandy Nagar, Mullakkadu, Thoothukudi District 628005",Thoothukudi,EC,ELECTRONICS AND COMMUNICATION ENGINEERING,128.5,88.5,97189,148421
4931,"Grace College of Engineering, Chandy Nagar, Mullakkadu, Thoothukudi District 628005",Thoothukudi,EE,ELECTRICAL AND ELECTRONICS ENGINEERING,99.5,96.5,137181,140435
4932,"Immanuel Arasar J.J. College of Engineering, Edavilagam, Nattalam, Marthandam, Kanyakumari-629165",Kanyakumari-629165,CS,COMPUTER SCIENCE AND ENGINEERING,137.5,,83247,
4933,"St. Mother Theresa Engineering College, Vagaikulam, Thoothukudi District 628102",Thoothukudi,CS,COMPUTER SCIENCE AND ENGINEERING,112.5,80.5,120993,155225
4933,"St. Mother Theresa Engineering College, Vagaikulam, Thoothukudi District 628102",Thoothukudi,EC,ELECTRONICS AND COMMUNICATION ENGINEERING,88,,149148,
4933,"St. Mother Theresa Engineering College, Vagaikulam, Thoothukudi District 628102",Thoothukudi,EE,ELECTRICAL AND ELECTRONICS ENGINEERING,80,,155809,
4934,"Holy Cross Engineering College, Vagaikulam, Sri Mulakarai, Srivaikuntam,  Thoothukudi District 628851",Thoothukudi,CS,COMPUTER SCIENCE AND ENGINEERING,132.5,83,90844,153606
4934,"Holy Cross Engineering College, Vagaikulam, Sri Mulakarai, Srivaikuntam,  Thoothukudi District 628851",Thoothukudi,EC,ELECTRONICS AND COMMUNICATION ENGINEERING,119,86,111511,150830
4934,"Holy Cross Engineering College, Vagaikulam, Sri Mulakarai, Srivaikuntam,  Thoothukudi District 628851",Thoothukudi,EE,ELECTRICAL AND ELECTRONICS ENGINEERING,99,,137818,
4938,"Sivaji College of Engineering and Technology, Manivilla Palulai Panchayat, Vilavancode, Kanyakumari District 629171",Kanyakumari,CS,COMPUTER SCIENCE AND ENGINEERING,90.5,,146614,
4938,"Sivaji College of Engineering and Technology, Manivilla Palulai Panchayat, Vilavancode, Kanyakumari District 629171",Kanyakumari,EE,ELECTRICAL AND ELECTRONICS ENGINEERING,99.5,,137225,
4941,"Unnamalai Institute of Technology, Ayyaneri, Kovilpatti, Thoothukudi District 628502",Thoothukudi,CS,COMPUTER SCIENCE AND ENGINEERING,124,102.5,103824,133799
4941,"Unnamalai Institute of Technology, Ayyaneri, Kovilpatti, Thoothukudi District 628502",Thoothukudi,EC,ELECTRONICS AND COMMUNICATION ENGINEERING,91.5,84,145907,152763
4941,"Unnamalai Institute of Technology, Ayyaneri, Kovilpatti, Thoothukudi District 628502",Thoothukudi,EE,ELECTRICAL AND ELECTRONICS ENGINEERING,79.5,,156194,
4943,"Satyam College of Engineering and Technology,Satyam Nagar,Aralvoimozhi,Kanyakumari-629301",Kanyakumari-629301,CS,COMPUTER SCIENCE AND ENGINEERING,96.5,81.5,140385,154465
4943,"Satyam College of Engineering and Technology,Satyam Nagar,Aralvoimozhi,Kanyakumari-629301",Kanyakumari-629301,EC,ELECTRONICS AND COMMUNICATION ENGINEERING,108.5,,126374,
4943,"Satyam College of Engineering and Technology,Satyam Nagar,Aralvoimozhi,Kanyakumari-629301",Kanyakumari-629301,EE,ELECTRICAL AND ELECTRONICS ENGINEERING,135.5,,86232,
4944,"Arunachala College of Engineering for Women, Thanka Gardens, Manavilai, Vellichanthai, Nagercoil, Kanyakumari District 629203",Kanyakumari,AD,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,142.5,88,76206,149019
4944,"Arunachala College of Engineering for Women, Thanka Gardens, Manavilai, Vellichanthai, Nagercoil, Kanyakumari District 629203",Kanyakumari,CS,COMPUTER SCIENCE AND ENGINEERING,156.835,95.5,54650,141337
4944,"Arunachala College of Engineering for Women, Thanka Gardens, Manavilai, Vellichanthai, Nagercoil, Kanyakumari District 629203",Kanyakumari,EC,ELECTRONICS AND COMMUNICATION ENGINEERING,136,84,85639,152823
4944,"Arunachala College of Engineering for Women, Thanka Gardens, Manavilai, Vellichanthai, Nagercoil, Kanyakumari District 629203",Kanyakumari,EE,ELECTRICAL AND ELECTRONICS ENGINEERING,89,,148063,
4944,"Arunachala College of Engineering for Women, Thanka Gardens, Manavilai, Vellichanthai, Nagercoil, Kanyakumari District 629203",Kanyakumari,IT,INFORMATION TECHNOLOGY,132,107,91829,127880
4946,"D M I Engineering College, Aralvaimozhi Village, Thovalai, Kanyakumari District 629301",Kanyakumari,AD,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,110.5,95,123693,141824
4946,"D M I Engineering College, Aralvaimozhi Village, Thovalai, Kanyakumari District 629301",Kanyakumari,CS,COMPUTER SCIENCE AND ENGINEERING,130.5,85,94467,151756
4946,"D M I Engineering College, Aralvaimozhi Village, Thovalai, Kanyakumari District 629301",Kanyakumari,EC,ELECTRONICS AND COMMUNICATION ENGINEERING,82,,154279,
4946,"D M I Engineering College, Aralvaimozhi Village, Thovalai, Kanyakumari District 629301",Kanyakumari,EE,ELECTRICAL AND ELECTRONICS ENGINEERING,83.5,,152946,
4948,"Rajas Institute of Technology , Ozhuginasery, Nagercoil, Kanyakumari District 629001",Kanyakumari,CS,COMPUTER SCIENCE AND ENGINEERING,84.5,,152292,
4949,"PSN Institute of Technology and Science,Melathediyoor, Tirunelveli-627 152",Tirunelveli-627,CS,COMPUTER SCIENCE AND ENGINEERING,118,85,112813,151803
4949,"PSN Institute of Technology and Science,Melathediyoor, Tirunelveli-627 152",Tirunelveli-627,EC,ELECTRONICS AND COMMUNICATION ENGINEERING,105.5,90.5,129717,146596
4949,"PSN Institute of Technology and Science,Melathediyoor, Tirunelveli-627 152",Tirunelveli-627,EE,ELECTRICAL AND ELECTRONICS ENGINEERING,85.5,,151297,
4952,"C S I Institute of Technology, Thovalai, Kanyakumari District 629302",Kanyakumari,CS,COMPUTER SCIENCE AND ENGINEERING,102,,134088,
4952,"C S I Institute of Technology, Thovalai, Kanyakumari District 629302",Kanyakumari,EC,ELECTRONICS AND COMMUNICATION ENGINEERING,87.5,,149367,
4952,"C S I Institute of Technology, Thovalai, Kanyakumari District 629302",Kanyakumari,EE,ELECTRICAL AND ELECTRONICS ENGINEERING,94.5,,142342,
4952,"C S I Institute of Technology, Thovalai, Kanyakumari District 629302",Kanyakumari,IT,INFORMATION TECHNOLOGY,83.5,,152964,
4953,"CAPE Institute of Technology, Levingipuram, Tirunelveli District 627114",Tirunelveli,CS,COMPUTER SCIENCE AND ENGINEERING,101.5,,134696,
4953,"CAPE Institute of Technology, Levingipuram, Tirunelveli District 627114",Tirunelveli,EC,ELECTRONICS AND COMMUNICATION ENGINEERING,99,,137744,
4953,"CAPE Institute of Technology, Levingipuram, Tirunelveli District 627114",Tirunelveli,EE,ELECTRICAL AND ELECTRONICS ENGINEERING,91.5,,145842,
4953,"CAPE Institute of Technology, Levingipuram, Tirunelveli District 627114",Tirunelveli,IT,INFORMATION TECHNOLOGY,97,,139921,
4954,"Dr. Sivanthi Aditanar College of Engineering, Tiruchendur, Thoothukudi District 628215",Thoothukudi,CS,COMPUTER SCIENCE AND ENGINEERING,166.5,121,40076,108373
4954,"Dr. Sivanthi Aditanar College of Engineering, Tiruchendur, Thoothukudi District 628215",Thoothukudi,EC,ELECTRONICS AND COMMUNICATION ENGINEERING,161,104.5,48601,131291
4954,"Dr. Sivanthi Aditanar College of Engineering, Tiruchendur, Thoothukudi District 628215",Thoothukudi,EE,ELECTRICAL AND ELECTRONICS ENGINEERING,139.5,109,80745,125276
4954,"Dr. Sivanthi Aditanar College of Engineering, Tiruchendur, Thoothukudi District 628215",Thoothukudi,IT,INFORMATION TECHNOLOGY,155.5,119.5,56472,110909
4955,"Francis Xavier Engineering College (Autonomous), Vannarpettai, Tirunelveli District 627003",Tirunelveli,AD,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,162,119.5,46636,110507
4955,"Francis Xavier Engineering College (Autonomous), Vannarpettai, Tirunelveli District 627003",Tirunelveli,CB,COMPUTER SCIENCE AND BUSSINESS SYSTEM,149,110.5,66280,123460
4955,"Francis Xavier Engineering College (Autonomous), Vannarpettai, Tirunelveli District 627003",Tirunelveli,CS,COMPUTER SCIENCE AND ENGINEERING,171,140.5,33359,78748
4955,"Francis Xavier Engineering College (Autonomous), Vannarpettai, Tirunelveli District 627003",Tirunelveli,EC,ELECTRONICS AND COMMUNICATION ENGINEERING,157,119.5,54154,110425
4955,"Francis Xavier Engineering College (Autonomous), Vannarpettai, Tirunelveli District 627003",Tirunelveli,EE,ELECTRICAL AND ELECTRONICS ENGINEERING,140.5,108,78732,126920
4955,"Francis Xavier Engineering College (Autonomous), Vannarpettai, Tirunelveli District 627003",Tirunelveli,IT,INFORMATION TECHNOLOGY,170.5,145,33848,72131
4956,"Jayamatha Engineering College, Aralvaimozhi, Kanyakumari District
- 629301",Kanyakumari,CS,COMPUTER SCIENCE AND ENGINEERING,84,,152726,
4957,"Jayaraj Annapackiam CSI College of Engineering, Nazareth, Thoothukudi District 628617",Thoothukudi,CS,COMPUTER SCIENCE AND ENGINEERING,136,86,86053,151027
4957,"Jayaraj Annapackiam CSI College of Engineering, Nazareth, Thoothukudi District 628617",Thoothukudi,EC,ELECTRONICS AND COMMUNICATION ENGINEERING,114.5,87.5,118001,149604
4957,"Jayaraj Annapackiam CSI College of Engineering, Nazareth, Thoothukudi District 628617",Thoothukudi,IT,INFORMATION TECHNOLOGY,132.5,94,90970,143305
4959,"Kamaraj College of Engineering and Technology (Autonomous), Virudhunagar District 626001",Virudhunagar,AD,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,154,120.5,58618,109232
4959,"Kamaraj College of Engineering and Technology (Autonomous), Virudhunagar District 626001",Virudhunagar,CS,COMPUTER SCIENCE AND ENGINEERING,166.5,124,40086,103909
4959,"Kamaraj College of Engineering and Technology (Autonomous), Virudhunagar District 626001",Virudhunagar,EC,ELECTRONICS AND COMMUNICATION ENGINEERING,161.5,125,47778,102158
4959,"Kamaraj College of Engineering and Technology (Autonomous), Virudhunagar District 626001",Virudhunagar,EE,ELECTRICAL AND ELECTRONICS ENGINEERING,137,112,84560,121777
4959,"Kamaraj College of Engineering and Technology (Autonomous), Virudhunagar District 626001",Virudhunagar,IT,INFORMATION TECHNOLOGY,157.5,122.5,53610,106665
4960,"Mepco Schlenk Engineering College (Autonomous),  Sivakasi, Virudhunagar District 626005",Virudhunagar,AD,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,182.5,168.5,17502,37321
